SNOMEDCode,description
'27878111000001109,Melatonin 2.5mg/5ml oral solution
'27878211000001103,Melatonin 2.5mg/5ml oral solution
'27878311000001106,Melatonin 2.5mg/5ml oral solution (Drug Tariff Special Order)
'27878411000001104,Melatonin 2.5mg/5ml oral solution (Drug Tariff Special Order)
'27878511000001100,Melatonin 2.5mg/5ml oral solution (Drug Tariff Special Order)
'28772811000001108,Melatonin 2mg modified-release capsules
'28702711000001109,Melatonin 2mg modified-release capsules
'28702811000001101,Melatonin 2mg modified-release capsules (Special Order)
'28702911000001106,Melatonin 2mg modified-release capsules (Special Order)
'28772911000001103,Nitrazepam 2.5mg/5ml oral suspension sugar free
'28712811000001104,Nitrazepam 2.5mg/5ml oral suspension sugar free
'28713011000001101,Nitrazepam 2.5mg/5ml oral suspension sugar free (Special Order)
'28713111000001100,Nitrazepam 2.5mg/5ml oral suspension sugar free (Special Order)
'29670011000001106,Melatonin 8mg capsules
'29666211000001107,Melatonin 8mg capsules
'29666311000001104,Melatonin 8mg capsules (Special Order)
'29666411000001106,Melatonin 8mg capsules (Special Order)
'30104111000001109,Melatonin 3mg modified-release tablets
'30050411000001106,Melatonin 3mg modified-release tablets
'34804711000001104,Melatonin 3mg modified-release tablets
'30050511000001105,Melatonin 3mg modified-release tablets (Imported (United States))
'30050611000001109,Melatonin 3mg modified-release tablets (Imported (United States))
'34804811000001107,Melatonin 3mg modified-release tablets (Special Order)
'34804911000001102,Melatonin 3mg modified-release tablets (Special Order)
'32654611000001100,Diazepam 5mg/5ml oral suspension
'32635311000001105,Diazepam 5mg/5ml oral suspension
'32635511000001104,Diazepam 5mg/5ml oral suspension (Sandoz Ltd)
'32635911000001106,Diazepam 5mg/5ml oral suspension (Sandoz Ltd)
'32903211000001109,Diazepam 5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'32903311000001101,Diazepam 5mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'32749611000001105,Melatonin 15mg/5ml oral suspension
'32708911000001102,Melatonin 15mg/5ml oral suspension
'32709011000001106,Melatonin 15mg/5ml oral suspension (Special Order)
'32709111000001107,Melatonin 15mg/5ml oral suspension (Special Order)
'32749811000001109,Melatonin 7mg/5ml oral solution
'32724411000001106,Melatonin 7mg/5ml oral solution
'32724511000001105,Melatonin 7mg/5ml oral solution (Special Order)
'32724611000001109,Melatonin 7mg/5ml oral solution (Special Order)
'32749711000001101,Melatonin 7.5mg capsules
'32726011000001107,Melatonin 7.5mg capsules
'32726111000001108,Melatonin 7.5mg capsules (Special Order)
'32726211000001102,Melatonin 7.5mg capsules (Special Order)
'32878011000001105,Melatonin 7mg/5ml oral suspension
'32864211000001104,Melatonin 7mg/5ml oral suspension
'32864311000001107,Melatonin 7mg/5ml oral suspension (Special Order)
'32864411000001100,Melatonin 7mg/5ml oral suspension (Special Order)
'34378011000001101,Melatonin 7mg capsules
'34348411000001109,Melatonin 7mg capsules
'34348511000001108,Melatonin 7mg capsules (Special Order)
'34348611000001107,Melatonin 7mg capsules (Special Order)
'34377911000001103,Melatonin 10mg tablets
'34354711000001109,Melatonin 10mg tablets
'34354811000001101,Melatonin 10mg tablets (Special Order)
'34354911000001106,Melatonin 10mg tablets (Special Order)
'34447811000001100,Melatonin 4mg tablets
'34430111000001107,Melatonin 4mg tablets
'34430311000001109,Melatonin 4mg tablets (Special Order)
'34430511000001103,Melatonin 4mg tablets (Special Order)
'34447611000001104,Hydroxyzine 15mg/5ml oral suspension
'34433411000001105,Hydroxyzine 15mg/5ml oral suspension
'34433511000001109,Hydroxyzine 15mg/5ml oral suspension (Special Order)
'34433711000001104,Hydroxyzine 15mg/5ml oral suspension (Special Order)
'34697811000001107,Lorazepam 1mg/ml oral solution sugar free
'34612111000001101,Lorazepam 1mg/ml oral solution sugar free
'34612211000001107,Lorazepam 1mg/ml oral solution sugar free (Thame Laboratories Ltd)
'34612311000001104,Lorazepam 1mg/ml oral solution sugar free (Thame Laboratories Ltd)
'34979011000001104,Lorazepam 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'34979311000001101,Lorazepam 1mg/ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)
'35108511000001103,Lorazepam 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'35108611000001104,Lorazepam 1mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'35575011000001101,Melatonin 6mg tablets
'35569211000001104,Melatonin 6mg tablets
'35569311000001107,Melatonin 6mg tablets (Special Order)
'35569411000001100,Melatonin 6mg tablets (Special Order)
'35577711000001105,Hydroxyzine 10mg/5ml oral suspension
'35570811000001101,Hydroxyzine 10mg/5ml oral suspension
'35570911000001106,Hydroxyzine 10mg/5ml oral suspension (Special Order)
'35571011000001103,Hydroxyzine 10mg/5ml oral suspension (Special Order)
'35839411000001109,Melatonin 2.5mg tablets
'35833511000001106,Melatonin 2.5mg tablets
'35833611000001105,Melatonin 2.5mg tablets (Special Order)
'35833711000001101,Melatonin 2.5mg tablets (Special Order)
'36459711000001108,Melatonin 8mg/5ml oral solution
'36454111000001106,Melatonin 8mg/5ml oral solution
'36454211000001100,Melatonin 8mg/5ml oral solution (Special Order)
'36454311000001108,Melatonin 8mg/5ml oral solution (Special Order)
'36459611000001104,Melatonin 1mg/ml oral drops
'36454411000001101,Melatonin 1mg/ml oral drops
'36454511000001102,Melatonin 1mg/ml oral drops (Special Order)
'36454611000001103,Melatonin 1mg/ml oral drops (Special Order)
'36811611000001101,Melatonin 1mg modified-release tablets
'36800711000001100,Melatonin 1mg modified-release tablets
'36800811000001108,Slenyto 1mg modified-release tablets (Flynn Pharma Ltd)
'36800911000001103,Slenyto 1mg modified-release tablets (Flynn Pharma Ltd)
'36811911000001107,Melatonin 5mg modified-release tablets
'36801011000001106,Melatonin 5mg modified-release tablets
'36801111000001107,Slenyto 5mg modified-release tablets (Flynn Pharma Ltd)
'36801211000001101,Slenyto 5mg modified-release tablets (Flynn Pharma Ltd)
'36904611000001105,Melatonin 9mg capsules
'36891311000001107,Melatonin 9mg capsules
'36891511000001101,Melatonin 9mg capsules (Special Order)
'36891611000001102,Melatonin 9mg capsules (Special Order)
'36904511000001106,Melatonin 6mg modified-release capsules
'36891811000001103,Melatonin 6mg modified-release capsules
'36891911000001108,Melatonin 6mg modified-release capsules (Special Order)
'36892011000001101,Melatonin 6mg modified-release capsules (Special Order)
