SNOMEDCode,description
'10308511000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'10308611000001100,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'13621311000001102,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Pinewood Healthcare)
'13621411000001109,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Pinewood Healthcare)
'17903511000001106,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'17903611000001105,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'21976011000001104,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'21976111000001103,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'23903711000001105,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'23903811000001102,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'324192003,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
'1101211000001109,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
'1082111000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free
'177211000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'1991611000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'108811000001104,Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)
'1991911000001100,Erythroped SF 250mg/5ml oral suspension (Advanz Pharma)
'592611000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Teva UK Ltd)
'1992511000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Teva UK Ltd)
'784711000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Mylan)
'1992711000001109,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Mylan)
'273611000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'1992811000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'506011000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'1992911000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'364011000001109,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'1993011000001103,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'10060711000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
'10060811000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
'10308011000001107,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'10308211000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'13621111000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Pinewood Healthcare)
'13621211000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Pinewood Healthcare)
'17903011000001103,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'17903211000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'21975811000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'21975911000001107,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'23903511000001100,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'23903611000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'29852611000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'29852911000001100,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'30810111000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'30810211000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'323572009,Ampicillin 125mg/5ml oral suspension
'1315311000001107,Ampicillin 125mg/5ml oral suspension
'268411000001102,Ampicillin 125mg/5ml oral suspension (Actavis UK Ltd)
'2056211000001101,Ampicillin 125mg/5ml oral suspension (Actavis UK Ltd)
'531211000001109,Ampicillin 125mg/5ml oral suspension (Mylan)
'2056411000001102,Ampicillin 125mg/5ml oral suspension (Mylan)
'938511000001108,Ampicillin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'2056711000001108,Ampicillin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'352711000001107,Ampicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'2057211000001104,Ampicillin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'8169711000001108,Ampicillin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'8169811000001100,Ampicillin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'12778811000001103,Penbritin 125mg/5ml syrup (Chemidex Pharma Ltd)
'12778911000001108,Penbritin 125mg/5ml syrup (Chemidex Pharma Ltd)
'15065711000001109,Ampicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15065811000001101,Ampicillin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'18081811000001105,Ampicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'18081911000001100,Ampicillin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'24024611000001104,Ampicillin 125mg/5ml oral suspension (Essential Generics Ltd)
'24024711000001108,Ampicillin 125mg/5ml oral suspension (Essential Generics Ltd)
'323573004,Ampicillin 250mg/5ml oral suspension
'1077811000001104,Ampicillin 250mg/5ml oral suspension
'310511000001106,Ampicillin 250mg/5ml oral suspension (Actavis UK Ltd)
'2058011000001105,Ampicillin 250mg/5ml oral suspension (Actavis UK Ltd)
'328611000001102,Ampicillin 250mg/5ml oral suspension (Mylan)
'2058911000001109,Ampicillin 250mg/5ml oral suspension (Mylan)
'649511000001104,Ampicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'2059211000001105,Ampicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'45311000001103,Ampicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'2059311000001102,Ampicillin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'8169911000001105,Ampicillin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'8170011000001109,Ampicillin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'12778611000001102,Penbritin Forte 250mg/5ml syrup (Chemidex Pharma Ltd)
'12778711000001106,Penbritin Forte 250mg/5ml syrup (Chemidex Pharma Ltd)
'13113811000001103,Ampicillin 250mg/5ml oral suspension (Dowelhurst Ltd)
'13113911000001108,Ampicillin 250mg/5ml oral suspension (Dowelhurst Ltd)
'15066011000001103,Ampicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15066211000001108,Ampicillin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'18082611000001100,Ampicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'18082711000001109,Ampicillin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'28927211000001104,Ampicillin 250mg/5ml oral suspension (Essential Generics Ltd)
'28927311000001107,Ampicillin 250mg/5ml oral suspension (Essential Generics Ltd)
'35368511000001109,Amoxicillin 125mg/1.25ml oral suspension paediatric
'978211000001107,Amoxicillin 125mg/1.25ml oral suspension paediatric
'389311000001106,Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)
'2080111000001101,Amoxil 125mg/1.25ml paediatric oral suspension (GlaxoSmithKline UK Ltd)
'323624001,Co-fluampicil 250mg/250mg capsules
'1196811000001102,Co-fluampicil 250mg/250mg capsules
'970311000001101,Co-fluampicil 250mg/250mg capsules
'1117611000001100,Co-fluampicil 250mg/250mg capsules
'599611000001103,Co-fluampicil 250mg/250mg capsules (A A H Pharmaceuticals Ltd)
'2377811000001104,Co-fluampicil 250mg/250mg capsules (A A H Pharmaceuticals Ltd)
'2378011000001106,Co-fluampicil 250mg/250mg capsules (A A H Pharmaceuticals Ltd)
'34411000001105,Co-fluampicil 250mg/250mg capsules (Actavis UK Ltd)
'2378411000001102,Co-fluampicil 250mg/250mg capsules (Actavis UK Ltd)
'435911000001105,Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)
'2378811000001100,Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)
'2379111000001100,Magnapen 250mg/250mg capsules (Wockhardt UK Ltd)
'773911000001103,Co-fluampicil 250mg/250mg capsules (Mylan)
'2379711000001104,Co-fluampicil 250mg/250mg capsules (Mylan)
'2379911000001102,Co-fluampicil 250mg/250mg capsules (Mylan)
'908411000001104,Co-fluampicil 250mg/250mg capsules (IVAX Pharmaceuticals UK Ltd)
'2380611000001108,Co-fluampicil 250mg/250mg capsules (IVAX Pharmaceuticals UK Ltd)
'2380311000001103,Co-fluampicil 250mg/250mg capsules (IVAX Pharmaceuticals UK Ltd)
'146111000001101,Co-fluampicil 250mg/250mg capsules (Kent Pharmaceuticals Ltd)
'2380811000001107,Co-fluampicil 250mg/250mg capsules (Kent Pharmaceuticals Ltd)
'9155311000001101,Co-fluampicil 250mg/250mg capsules (Kent Pharmaceuticals Ltd)
'382411000001105,Co-fluampicil 250mg/250mg capsules (Sandoz Ltd)
'2381111000001106,Co-fluampicil 250mg/250mg capsules (Sandoz Ltd)
'728111000001109,Co-fluampicil 250mg/250mg capsules (Alliance Healthcare (Distribution) Ltd)
'10986311000001103,Co-fluampicil 250mg/250mg capsules (Alliance Healthcare (Distribution) Ltd)
'2381311000001108,Co-fluampicil 250mg/250mg capsules (Alliance Healthcare (Distribution) Ltd)
'2381411000001101,Co-fluampicil 250mg/250mg capsules (Alliance Healthcare (Distribution) Ltd)
'4006211000001100,Co-fluampicil 250mg/250mg capsules (Wockhardt UK Ltd)
'4006311000001108,Co-fluampicil 250mg/250mg capsules (Wockhardt UK Ltd)
'4006411000001101,Co-fluampicil 250mg/250mg capsules (Wockhardt UK Ltd)
'9627311000001106,Co-fluampicil 250mg/250mg capsules (Teva UK Ltd)
'9627411000001104,Co-fluampicil 250mg/250mg capsules (Teva UK Ltd)
'10292811000001106,Co-fluampicil 250mg/250mg capsules (Focus Pharmaceuticals Ltd)
'10293011000001109,Co-fluampicil 250mg/250mg capsules (Focus Pharmaceuticals Ltd)
'17888511000001105,Co-fluampicil 250mg/250mg capsules (Phoenix Healthcare Distribution Ltd)
'17888611000001109,Co-fluampicil 250mg/250mg capsules (Phoenix Healthcare Distribution Ltd)
'19818211000001104,Co-fluampicil 250mg/250mg capsules (Almus Pharmaceuticals Ltd)
'19818311000001107,Co-fluampicil 250mg/250mg capsules (Almus Pharmaceuticals Ltd)
'21941711000001107,Co-fluampicil 250mg/250mg capsules (Waymade Healthcare Plc)
'21941811000001104,Co-fluampicil 250mg/250mg capsules (Waymade Healthcare Plc)
'23857311000001102,Co-fluampicil 250mg/250mg capsules (DE Pharmaceuticals)
'23857411000001109,Co-fluampicil 250mg/250mg capsules (DE Pharmaceuticals)
'28922811000001101,Co-fluampicil 250mg/250mg capsules (Crescent Pharma Ltd)
'28922911000001106,Co-fluampicil 250mg/250mg capsules (Crescent Pharma Ltd)
'29798411000001101,Co-fluampicil 250mg/250mg capsules (Sigma Pharmaceuticals Plc)
'29798511000001102,Co-fluampicil 250mg/250mg capsules (Sigma Pharmaceuticals Plc)
'30018311000001105,Co-fluampicil 250mg/250mg capsules (Mawdsley-Brooks & Company Ltd)
'30018411000001103,Co-fluampicil 250mg/250mg capsules (Mawdsley-Brooks & Company Ltd)
'35368711000001104,Clarithromycin 125mg/5ml oral suspension
'967911000001105,Clarithromycin 125mg/5ml oral suspension
'1325211000001106,Clarithromycin 125mg/5ml oral suspension
'917411000001101,Klaricid Paediatric 125mg/5ml oral suspension (Mylan)
'2456811000001108,Klaricid Paediatric 125mg/5ml oral suspension (Mylan)
'2456911000001103,Klaricid Paediatric 125mg/5ml oral suspension (Mylan)
'5286611000001101,Clarithromycin 125mg/5ml oral suspension (Dowelhurst Ltd)
'13225011000001100,Clarithromycin 125mg/5ml oral suspension (Dowelhurst Ltd)
'5286811000001102,Clarithromycin 125mg/5ml oral suspension (Dowelhurst Ltd)
'5298511000001100,Klaricid Paediatric 125mg/5ml oral suspension (Dowelhurst Ltd)
'5298811000001102,Klaricid Paediatric 125mg/5ml oral suspension (Dowelhurst Ltd)
'9042011000001104,Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'9042111000001103,Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'9042211000001109,Clarithromycin 125mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'9155811000001105,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'9155911000001100,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'9156011000001108,Clarithromycin 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'9157411000001102,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9157511000001103,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9157611000001104,Clarithromycin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9252611000001100,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'9252711000001109,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'9252811000001101,Clarithromycin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'9547411000001109,Clarithromycin 125mg/5ml oral suspension (Sandoz Ltd)
'9547611000001107,Clarithromycin 125mg/5ml oral suspension (Sandoz Ltd)
'10833311000001107,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'10833411000001100,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'15080411000001108,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15080611000001106,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15080511000001107,Clarithromycin 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'18101811000001104,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'18102311000001104,Clarithromycin 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21854311000001101,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'21854411000001108,Clarithromycin 125mg/5ml oral suspension (Waymade Healthcare Plc)
'30031911000001106,Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals)
'30032011000001104,Clarithromycin 125mg/5ml oral suspension (DE Pharmaceuticals)
'30761711000001102,Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'30761811000001105,Clarithromycin 125mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'36621611000001102,Clarithromycin 125mg/5ml oral suspension (Actavis UK Ltd)
'36621711000001106,Clarithromycin 125mg/5ml oral suspension (Actavis UK Ltd)
'324250003,Clarithromycin 250mg/5ml oral suspension
'1322811000001100,Clarithromycin 250mg/5ml oral suspension
'211000001101,Klaricid Paediatric 250mg/5ml oral suspension (Mylan)
'2457011000001104,Klaricid Paediatric 250mg/5ml oral suspension (Mylan)
'5300211000001105,Klaricid Paediatric 250mg/5ml oral suspension (Dowelhurst Ltd)
'5300611000001107,Klaricid Paediatric 250mg/5ml oral suspension (Dowelhurst Ltd)
'9042311000001101,Clarithromycin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'9042411000001108,Clarithromycin 250mg/5ml oral suspension (Ranbaxy (UK) Ltd)
'9156111000001109,Clarithromycin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'9156211000001103,Clarithromycin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'9157711000001108,Clarithromycin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9157811000001100,Clarithromycin 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'9253011000001103,Clarithromycin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'9253111000001102,Clarithromycin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'9547911000001101,Clarithromycin 250mg/5ml oral suspension (Sandoz Ltd)
'9548111000001103,Clarithromycin 250mg/5ml oral suspension (Sandoz Ltd)
'10833511000001101,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'10833611000001102,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'13225711000001103,Clarithromycin 250mg/5ml oral suspension (Dowelhurst Ltd)
'13225811000001106,Clarithromycin 250mg/5ml oral suspension (Dowelhurst Ltd)
'15080911000001100,Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'15081011000001108,Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'18103211000001101,Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'18103611000001104,Clarithromycin 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21854511000001107,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'21854611000001106,Clarithromycin 250mg/5ml oral suspension (Waymade Healthcare Plc)
'30041111000001109,Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals)
'30041211000001103,Clarithromycin 250mg/5ml oral suspension (DE Pharmaceuticals)
'30761911000001100,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'30762011000001107,Clarithromycin 250mg/5ml oral suspension (Almus Pharmaceuticals Ltd)
'36621811000001103,Clarithromycin 250mg/5ml oral suspension (Actavis UK Ltd)
'36622011000001101,Clarithromycin 250mg/5ml oral suspension (Actavis UK Ltd)
'324179001,Erythromycin ethyl succinate 500mg tablets
'1303711000001108,Erythromycin ethyl succinate 500mg tablets
'5543011000001101,Erythromycin ethyl succinate 500mg tablets
'10536311000001102,Erythromycin ethyl succinate 500mg tablets
'14223211000001109,Erythromycin ethyl succinate 500mg tablets
'18257411000001101,Erythromycin ethyl succinate 500mg tablets
'580811000001109,Erythroped A 500mg tablets (Advanz Pharma)
'2476411000001109,Erythroped A 500mg tablets (Advanz Pharma)
'5543211000001106,Erythroped A 500mg tablets (Dowelhurst Ltd)
'10511411000001105,Erythroped A 500mg tablets (Dowelhurst Ltd)
'5543511000001109,Erythroped A 500mg tablets (Dowelhurst Ltd)
'10536411000001109,Erythroped A 500mg tablets (Waymade Healthcare Plc)
'10833911000001108,Erythroped A 500mg tablets (Waymade Healthcare Plc)
'28921111000001103,Erythroped A 500mg tablets (Waymade Healthcare Plc)
'10536511000001108,Erythroped A 500mg tablets (Waymade Healthcare Plc)
'14223111000001103,Erythroped A 500mg tablets (Sigma Pharmaceuticals Plc)
'19693111000001109,Erythroped A 500mg tablets (Sigma Pharmaceuticals Plc)
'14223311000001101,Erythroped A 500mg tablets (Sigma Pharmaceuticals Plc)
'16172811000001109,Erythroped A 500mg tablets (Lexon (UK) Ltd)
'16172911000001104,Erythroped A 500mg tablets (Lexon (UK) Ltd)
'16572211000001101,Erythroped A 500mg tablets (Mawdsley-Brooks & Company Ltd)
'16572311000001109,Erythroped A 500mg tablets (Mawdsley-Brooks & Company Ltd)
'17899311000001109,Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc)
'17899411000001102,Erythromycin ethyl succinate 500mg tablets (Sigma Pharmaceuticals Plc)
'18257511000001102,Erythroped A 500mg tablets (Necessity Supplies Ltd)
'18489911000001106,Erythroped A 500mg tablets (Necessity Supplies Ltd)
'18257611000001103,Erythroped A 500mg tablets (Necessity Supplies Ltd)
'32163811000001106,Erythromycin ethyl succinate 500mg tablets (Dawa Ltd)
'32164011000001103,Erythromycin ethyl succinate 500mg tablets (Dawa Ltd)
'32506411000001108,Erythromycin ethyl succinate 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'32506511000001107,Erythromycin ethyl succinate 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'36564711000001108,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
'994411000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
'1145311000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free
'481911000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'2476911000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)
'294211000001105,Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)
'2477011000001102,Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)
'173511000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Teva UK Ltd)
'2477211000001107,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Teva UK Ltd)
'549711000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Mylan)
'2477511000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Mylan)
'2411000001108,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'2477711000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (IVAX Pharmaceuticals UK Ltd)
'840611000001104,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'2477811000001108,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd)
'580111000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'2477911000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)
'10060511000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
'10060611000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Abbott Laboratories Ltd)
'10307511000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'10307611000001104,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Focus Pharmaceuticals Ltd)
'13620911000001108,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Pinewood Healthcare)
'13621011000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Pinewood Healthcare)
'17902611000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'17902711000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)
'21975611000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'21975711000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Waymade Healthcare Plc)
'23903311000001106,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'23903411000001104,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (DE Pharmaceuticals)
'29851811000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'29852011000001104,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Sigma Pharmaceuticals Plc)
'30125811000001107,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'30125911000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Mawdsley-Brooks & Company Ltd)
'407790000,Telithromycin 400mg tablets
'1156711000001103,Telithromycin 400mg tablets
'98311000001102,Ketek 400mg tablets (Sanofi)
'2658511000001109,Ketek 400mg tablets (Sanofi)
'36090611000001106,Co-fluampicil 125mg/125mg/5ml oral suspension
'3098411000001104,Co-fluampicil 125mg/125mg/5ml oral suspension
'3098711000001105,Magnapen syrup (Wockhardt UK Ltd)
'3099011000001103,Magnapen syrup (Wockhardt UK Ltd)
'18421711000001100,Co-fluampicil 125mg/125mg/5ml oral suspension (Wockhardt UK Ltd)
'18422111000001106,Co-fluampicil 125mg/125mg/5ml oral suspension (Wockhardt UK Ltd)
'18446411000001102,Co-fluampicil 125mg/125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'18446511000001103,Co-fluampicil 125mg/125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'18542211000001108,Co-fluampicil 125mg/125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'18542311000001100,Co-fluampicil 125mg/125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'324248006,Clarithromycin 250mg granules sachets
'3253211000001106,Clarithromycin 250mg granules sachets
'3253811000001107,Klaricid Adult 250mg granules sachets (Mylan)
'3254011000001104,Klaricid Adult 250mg granules sachets (Mylan)
'3347011000001101,Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd)
'3347211000001106,Oxytetramix 250 tablets (Ashbourne Pharmaceuticals Ltd)
'4977911000001105,Clarithromycin 125mg granules sachets
'4973611000001107,Clarithromycin 125mg granules sachets
'4973711000001103,Klaricid Paediatric 125mg granules sachets (Abbott Laboratories Ltd)
'4973811000001106,Klaricid Paediatric 125mg granules sachets (Abbott Laboratories Ltd)
'7322211000001104,Co-amoxiclav 125mg/31mg/5ml oral suspension
'7320011000001105,Co-amoxiclav 125mg/31mg/5ml oral suspension
'7320111000001106,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mylan)
'7320211000001100,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mylan)
'13613111000001106,Co-amoxiclav 125mg/31mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'13613211000001100,Co-amoxiclav 125mg/31mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'22008011000001104,Co-amoxiclav 125mg/31mg/5ml oral suspension (Waymade Healthcare Plc)
'22008211000001109,Co-amoxiclav 125mg/31mg/5ml oral suspension (Waymade Healthcare Plc)
'23939811000001105,Co-amoxiclav 125mg/31mg/5ml oral suspension (DE Pharmaceuticals)
'23939911000001100,Co-amoxiclav 125mg/31mg/5ml oral suspension (DE Pharmaceuticals)
'24026411000001105,Co-amoxiclav 125mg/31mg/5ml oral suspension (CST Pharma Ltd)
'24026511000001109,Co-amoxiclav 125mg/31mg/5ml oral suspension (CST Pharma Ltd)
'24520711000001100,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'24520811000001108,Co-amoxiclav 125mg/31mg/5ml oral suspension (Mawdsley-Brooks & Company Ltd)
'28123611000001108,Co-amoxiclav 125mg/31mg/5ml oral suspension (Pharma-z Ltd)
'28123811000001107,Co-amoxiclav 125mg/31mg/5ml oral suspension (Pharma-z Ltd)
'29794511000001109,Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29794611000001108,Co-amoxiclav 125mg/31mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'31989511000001109,Co-amoxiclav 125mg/31mg/5ml oral suspension (Ennogen Healthcare Ltd)
